Code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
'37,Photographic or cinematographic goods,1498507,1379524,1586470,1414746,1274989,1080860,1032438,1109193,869723,836286,858932,780224,820313,774599,633215,602787,309661,190574,208276
'52,Cotton,350040,354414,362635,373030,296320,363234,320030,298112,214731,234798,271264,255967,266023,303848,233934,180820,176790,202268,201769
'26,"Ores, slag and ash",142257,147814,132560,143479,222202,141404,317993,292408,199506,206030,252170,173143,180386,248394,269032,235636,239879,271719,199521
'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,199657,217831,246452,288995,249842,230084,256983,247399,175638,190108,192880,210195,198892,216305,184698,184107,192915,199212,175044
'92,Musical instruments; parts and accessories of such articles,87068,84504,103469,104219,93901,85171,102266,96375,72499,79908,85477,75940,94924,122617,105215,118572,133284,151670,173670
'05,"Products of animal origin, not elsewhere specified or included",55518,56557,65026,91780,96640,89582,100777,118738,105267,120170,156493,179806,172159,186293,140420,108065,114063,136995,158952
'79,Zinc and articles thereof,92238,77330,64920,88468,130295,206046,234588,152800,97060,115099,111419,111128,82583,111689,124577,125621,171291,186991,143842
'60,Knitted or crocheted fabrics,208196,201727,229295,267076,277919,208751,196070,205864,162773,177293,205987,152751,174387,169346,173268,149640,126258,147233,140197
'13,"Lac; gums, resins and other vegetable saps and extracts",41876,56028,67004,80531,92682,107343,114838,210563,140946,135527,137090,155622,143573,131334,136822,124485,121197,119103,121970
'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",58296,56251,72382,81805,86774,97538,108232,109193,95446,85721,107319,75021,100460,96453,84102,89060,106534,106987,96609
'24,Tobacco and manufactured tobacco substitutes,1350908,1476405,1515386,1402513,1124078,1214399,840390,832007,631414,630537,576995,445346,415975,431607,391243,314242,141434,100158,89790
'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,69187,94555,107049,165987,150562,135205,44163,182921,178512,154451,184057,131135,169532,54347,171520,46769,111004,51328,86394
'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,111445,118242,134029,133271,112646,104369,110679,86394,56616,50970,59436,50619,53890,56790,51130,51955,49202,56183,55097
'43,Furskins and artificial fur; manufactures thereof,60263,56420,50952,58160,61390,72352,63946,76392,42069,64097,58253,57554,61825,59663,54558,41335,46418,51975,44919
'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,13957,17858,18211,20843,21932,21711,24354,25855,28053,29447,30676,33983,47045,47316,44069,45344,48259,49016,43665
'50,Silk,38096,36615,46251,61249,91129,85910,78256,75784,48398,47460,53668,38704,42956,44239,36108,29297,31322,32630,31420
'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",27961,29794,32514,35529,28623,28573,27723,21363,17504,18647,19292,19005,20641,25147,22422,20895,19778,20532,19870
'80,Tin and articles thereof,23473,23925,31049,41205,76783,206068,180995,105283,74519,83943,89972,62398,53304,33727,32030,26591,23551,23022,18542
'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",4267,5675,7468,6730,8297,8631,11904,9381,9173,8081,8950,7161,8225,9365,7915,8367,7508,11440,8989
'45,Cork and articles of cork,6710,3926,4203,6511,6106,7875,6601,5641,5617,6435,7381,7182,8197,7655,7258,5486,6260,6952,6608
'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,832,1505,2231,2397,1812,2326,4048,4371,2929,2850,5488,10160,6419,3473,3639,5472,3965,9167,2582
